Run dir: /Users/lukas/weird_objects/hexapod_walker/policies/walker_v6
Using cpu device
Logging to /Users/lukas/weird_objects/hexapod_walker/policies/walker_v6
Training 5000000 steps across 8 parallel envs ...
---------------------------------
| rollout/           |          |
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 381        |
| time/                   |            |
|    fps                  | 4962       |
|    iterations           | 212        |
|    time_elapsed         | 699        |
|    total_timesteps      | 3473408    |
| train/                  |            |
|    approx_kl            | 0.21531357 |
|    clip_fraction        | 0.697      |
|    clip_range           | 0.2        |
|    entropy_loss         | 8.86       |
|    explained_variance   | 0.991      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0208    |
|    n_updates            | 2110       |
|    policy_gradient_loss | -0.00324   |
|    std                  | 0.148      |
|    value_loss           | 0.00368    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 359        |
| time/                   |            |
|    fps                  | 4962       |
|    iterations           | 213        |
|    time_elapsed         | 703        |
|    total_timesteps      | 3489792    |
| train/                  |            |
|    approx_kl            | 0.22864448 |
|    clip_fraction        | 0.709      |
|    clip_range           | 0.2        |
|    entropy_loss         | 8.85       |
|    explained_variance   | 0.992      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0323    |
|    n_updates            | 2120       |
|    policy_gradient_loss | -0.00158   |
|    std                  | 0.148      |
|    value_loss           | 0.0033     |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 369        |
| time/                   |            |
|    fps                  | 4964       |
|    iterations           | 214        |
|    time_elapsed         | 706        |
|    total_timesteps      | 3506176    |
| train/                  |            |
|    approx_kl            | 0.20847848 |
|    clip_fraction        | 0.706      |
|    clip_range           | 0.2        |
|    entropy_loss         | 8.84       |
|    explained_variance   | 0.991      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0126    |
|    n_updates            | 2130       |
|    policy_gradient_loss | 0.00187    |
|    std                  | 0.148      |
|    value_loss           | 0.00388    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 369        |
| time/                   |            |
|    fps                  | 4964       |
|    iterations           | 215        |
|    time_elapsed         | 709        |
|    total_timesteps      | 3522560    |
| train/                  |            |
|    approx_kl            | 0.21203943 |
|    clip_fraction        | 0.699      |
|    clip_range           | 0.2        |
|    entropy_loss         | 8.82       |
|    explained_variance   | 0.991      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0184    |
|    n_updates            | 2140       |
|    policy_gradient_loss | 0.0009     |
|    std                  | 0.148      |
|    value_loss           | 0.00343    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 382        |
| time/                   |            |
|    fps                  | 4964       |
|    iterations           | 216        |
|    time_elapsed         | 712        |
|    total_timesteps      | 3538944    |
| train/                  |            |
|    approx_kl            | 0.21570256 |
|    clip_fraction        | 0.705      |
|    clip_range           | 0.2        |
|    entropy_loss         | 8.82       |
|    explained_variance   | 0.992      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0123    |
|    n_updates            | 2150       |
|    policy_gradient_loss | 0.00336    |
|    std                  | 0.148      |
|    value_loss           | 0.00373    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 388        |
| time/                   |            |
|    fps                  | 4964       |
|    iterations           | 217        |
|    time_elapsed         | 716        |
|    total_timesteps      | 3555328    |
| train/                  |            |
|    approx_kl            | 0.20041913 |
|    clip_fraction        | 0.703      |
|    clip_range           | 0.2        |
|    entropy_loss         | 8.84       |
|    explained_variance   | 0.991      |
